state,county,candidate,party,votes
New Hampshire,Andover,Justin O'Donnell,LIB,23
New Hampshire,Andover, Write-ins,WRI,2
New Hampshire,Boscawen,Jeanne Shaheen,DEM,1088
New Hampshire,Boscawen,Corky Messner,REP,1040
New Hampshire,Boscawen,Justin O'Donnell,LIB,80
New Hampshire,Boscawen, Write-ins,WRI,0
New Hampshire,Bow,Jeanne Shaheen,DEM,3409
New Hampshire,Bow,Corky Messner,REP,1992
New Hampshire,Bow,Justin O'Donnell,LIB,94
New Hampshire,Bow, Write-ins,WRI,0
New Hampshire,Bradford,Jeanne Shaheen,DEM,602
New Hampshire,Bradford,Corky Messner,REP,418
New Hampshire,Bradford,Justin O'Donnell,LIB,38
New Hampshire,Bradford, Write-ins,WRI,0
New Hampshire,Canterbury,Jeanne Shaheen,DEM,1076
New Hampshire,Canterbury,Corky Messner,REP,625
New Hampshire,Canterbury,Justin O'Donnell,LIB,45
New Hampshire,Canterbury, Write-ins,WRI,0
New Hampshire,Chichester,Corky Messner,REP,853
New Hampshire,Chichester,Jeanne Shaheen,DEM,846
New Hampshire,Chichester,Justin O'Donnell,LIB,53
New Hampshire,Chichester, Write-ins,WRI,1
New Hampshire,Concord,Jeanne Shaheen,DEM,16273
New Hampshire,Concord,Corky Messner,REP,6592
New Hampshire,Concord,Justin O'Donnell,LIB,558
New Hampshire,Concord, Write-ins,WRI,7
New Hampshire,Danbury,Corky Messner,REP,375
New Hampshire,Danbury,Jeanne Shaheen,DEM,324
New Hampshire,Danbury,Justin O'Donnell,LIB,23
New Hampshire,Danbury, Write-ins,WRI,0
New Hampshire,Dunbarton,Corky Messner,REP,1038
New Hampshire,Dunbarton,Jeanne Shaheen,DEM,941
New Hampshire,Dunbarton,Justin O'Donnell,LIB,40
New Hampshire,Dunbarton, Write-ins,WRI,0
New Hampshire,Epsom,Corky Messner,REP,1477
New Hampshire,Epsom,Jeanne Shaheen,DEM,1342
New Hampshire,Epsom,Justin O'Donnell,LIB,69
New Hampshire,Epsom, Write-ins,WRI,0
New Hampshire,Franklin,Jeanne Shaheen,DEM,2066
New Hampshire,Franklin,Corky Messner,REP,1948
New Hampshire,Franklin,Justin O'Donnell,LIB,101
New Hampshire,Franklin, Write-ins,WRI,1
New Hampshire,Henniker,Jeanne Shaheen,DEM,1642
New Hampshire,Henniker,Corky Messner,REP,960
New Hampshire,Henniker,Justin O'Donnell,LIB,78
New Hampshire,Henniker, Write-ins,WRI,0
New Hampshire,Hill,Corky Messner,REP,338
New Hampshire,Hill,Jeanne Shaheen,DEM,262
New Hampshire,Hill,Justin O'Donnell,LIB,18
New Hampshire,Hill, Write-ins,WRI,2
New Hampshire,Hooksett,Jeanne Shaheen,DEM,4438
New Hampshire,Hooksett,Corky Messner,REP,3937
New Hampshire,Hooksett,Justin O'Donnell,LIB,150
New Hampshire,Hooksett, Write-ins,WRI,0
New Hampshire,Hopkinton,Jeanne Shaheen,DEM,2817
New Hampshire,Hopkinton,Corky Messner,REP,1275
New Hampshire,Hopkinton,Justin O'Donnell,LIB,66
New Hampshire,Hopkinton, Write-ins,WRI,0
New Hampshire,Loudon,Corky Messner,REP,1831
New Hampshire,Loudon,Jeanne Shaheen,DEM,1690
New Hampshire,Loudon,Justin O'Donnell,LIB,75
New Hampshire,Loudon, Write-ins,WRI,4
New Hampshire,Newbury,Jeanne Shaheen,DEM,944
New Hampshire,Newbury,Corky Messner,REP,687
New Hampshire,Newbury,Justin O'Donnell,LIB,30
New Hampshire,Newbury, Write-ins,WRI,0
New Hampshire,New London,Jeanne Shaheen,DEM,2067
New Hampshire,New London,Corky Messner,REP,1039
New Hampshire,New London,Justin O'Donnell,LIB,39
New Hampshire,New London, Write-ins,WRI,1
New Hampshire,Northfield,Jeanne Shaheen,DEM,1327
New Hampshire,Northfield,Corky Messner,REP,1202
New Hampshire,Northfield,Justin O'Donnell,LIB,60
New Hampshire,Northfield, Write-ins,WRI,0
New Hampshire,Pembroke,Jeanne Shaheen,DEM,2424
New Hampshire,Pembroke,Corky Messner,REP,1757
New Hampshire,Pembroke,Justin O'Donnell,LIB,121
New Hampshire,Pembroke, Write-ins,WRI,0
New Hampshire,Pittsfield,Corky Messner,REP,1091
New Hampshire,Pittsfield,Jeanne Shaheen,DEM,913
New Hampshire,Pittsfield,Justin O'Donnell,LIB,62
New Hampshire,Pittsfield, Write-ins,WRI,0
New Hampshire,Salisbury,Jeanne Shaheen,DEM,442
New Hampshire,Salisbury,Corky Messner,REP,432
New Hampshire,Salisbury,Justin O'Donnell,LIB,35
New Hampshire,Salisbury, Write-ins,WRI,1
New Hampshire,Sutton,Jeanne Shaheen,DEM,788
New Hampshire,Sutton,Corky Messner,REP,530
New Hampshire,Sutton,Justin O'Donnell,LIB,30
New Hampshire,Sutton, Write-ins,WRI,0
New Hampshire,Warner,Jeanne Shaheen,DEM,1121
New Hampshire,Warner,Corky Messner,REP,744
New Hampshire,Warner,Justin O'Donnell,LIB,56
New Hampshire,Warner, Write-ins,WRI,0
New Hampshire,Webster,Jeanne Shaheen,DEM,633
New Hampshire,Webster,Corky Messner,REP,567
New Hampshire,Webster,Justin O'Donnell,LIB,26
New Hampshire,Webster, Write-ins,WRI,0
New Hampshire,Wilmot,Jeanne Shaheen,DEM,606
New Hampshire,Wilmot,Corky Messner,REP,332
New Hampshire,Wilmot,Justin O'Donnell,LIB,20
New Hampshire,Wilmot, Write-ins,WRI,0
New Hampshire,Atkinson,Corky Messner,REP,2514
New Hampshire,Atkinson,Jeanne Shaheen,DEM,2448
New Hampshire,Atkinson,Justin O'Donnell,LIB,99
New Hampshire,Atkinson, Write-ins,WRI,0
New Hampshire,Auburn,Corky Messner,REP,2037
New Hampshire,Auburn,Jeanne Shaheen,DEM,1779
New Hampshire,Auburn,Justin O'Donnell,LIB,102
New Hampshire,Auburn, Write-ins,WRI,0
New Hampshire,Brentwood,Jeanne Shaheen,DEM,1549
New Hampshire,Brentwood,Corky Messner,REP,1288
New Hampshire,Brentwood,Justin O'Donnell,LIB,56
New Hampshire,Brentwood, Write-ins,WRI,0
New Hampshire,Candia,Corky Messner,REP,1542
New Hampshire,Candia,Jeanne Shaheen,DEM,1165
New Hampshire,Candia,Justin O'Donnell,LIB,65
New Hampshire,Candia, Write-ins,WRI,2
New Hampshire,Chester,Corky Messner,REP,1785
New Hampshire,Chester,Jeanne Shaheen,DEM,1556
New Hampshire,Chester,Justin O'Donnell,LIB,85
New Hampshire,Chester, Write-ins,WRI,0
New Hampshire,Danville,Corky Messner,REP,1483
New Hampshire,Danville,Jeanne Shaheen,DEM,1190
New Hampshire,Danville,Justin O'Donnell,LIB,85
New Hampshire,Danville, Write-ins,WRI,0
New Hampshire,Deerfield,Corky Messner,REP,1585
New Hampshire,Deerfield,Jeanne Shaheen,DEM,1497
New Hampshire,Deerfield,Justin O'Donnell,LIB,102
New Hampshire,Deerfield, Write-ins,WRI,1
New Hampshire,Derry,Jeanne Shaheen,DEM,8878
New Hampshire,Derry,Corky Messner,REP,8374
New Hampshire,Derry,Justin O'Donnell,LIB,411
New Hampshire,Derry, Write-ins,WRI,0
New Hampshire,East Kingston,Jeanne Shaheen,DEM,820
New Hampshire,East Kingston,Corky Messner,REP,806
New Hampshire,East Kingston,Justin O'Donnell,LIB,40
New Hampshire,East Kingston, Write-ins,WRI,0
New Hampshire,Epping,Jeanne Shaheen,DEM,2230
New Hampshire,Epping,Corky Messner,REP,2079
New Hampshire,Epping,Justin O'Donnell,LIB,98
New Hampshire,Epping, Write-ins,WRI,0
New Hampshire,Exeter,Jeanne Shaheen,DEM,6940
New Hampshire,Exeter,Corky Messner,REP,3101
New Hampshire,Exeter,Justin O'Donnell,LIB,199
New Hampshire,Exeter, Write-ins,WRI,5
New Hampshire,Fremont,Corky Messner,REP,1456
New Hampshire,Fremont,Jeanne Shaheen,DEM,1275
New Hampshire,Fremont,Justin O'Donnell,LIB,72
New Hampshire,Fremont, Write-ins,WRI,0
New Hampshire,Greenland,Jeanne Shaheen,DEM,1789
New Hampshire,Greenland,Corky Messner,REP,1084
New Hampshire,Greenland,Justin O'Donnell,LIB,39
New Hampshire,Greenland, Write-ins,WRI,0
New Hampshire,Hampstead,Corky Messner,REP,2966
New Hampshire,Hampstead,Jeanne Shaheen,DEM,2760
New Hampshire,Hampstead,Justin O'Donnell,LIB,106
New Hampshire,Hampstead, Write-ins,WRI,4
New Hampshire,Hampton,Jeanne Shaheen,DEM,6518
New Hampshire,Hampton,Corky Messner,REP,4651
New Hampshire,Hampton,Justin O'Donnell,LIB,208
New Hampshire,Hampton, Write-ins,WRI,0
New Hampshire,Hampton Falls,Jeanne Shaheen,DEM,877
New Hampshire,Hampton Falls,Corky Messner,REP,789
New Hampshire,Hampton Falls,Justin O'Donnell,LIB,39
New Hampshire,Hampton Falls, Write-ins,WRI,0
New Hampshire,Kensington,Jeanne Shaheen,DEM,829
New Hampshire,Kensington,Corky Messner,REP,674
New Hampshire,Kensington,Justin O'Donnell,LIB,33
New Hampshire,Kensington, Write-ins,WRI,0
New Hampshire,Kingston,Corky Messner,REP,2094
New Hampshire,Kingston,Jeanne Shaheen,DEM,1883
New Hampshire,Kingston,Justin O'Donnell,LIB,73
New Hampshire,Kingston, Write-ins,WRI,1
New Hampshire,Londonderry,Jeanne Shaheen,DEM,8161
New Hampshire,Londonderry,Corky Messner,REP,7267
New Hampshire,Londonderry,Justin O'Donnell,LIB,292
New Hampshire,Londonderry, Write-ins,WRI,0
New Hampshire,New Castle,Jeanne Shaheen,DEM,613
New Hampshire,New Castle,Corky Messner,REP,289
New Hampshire,New Castle,Justin O'Donnell,LIB,8
New Hampshire,New Castle, Write-ins,WRI,0
New Hampshire,Newfields,Jeanne Shaheen,DEM,738
New Hampshire,Newfields,Corky Messner,REP,483
New Hampshire,Newfields,Justin O'Donnell,LIB,28
New Hampshire,Newfields, Write-ins,WRI,0
New Hampshire,Newington,Jeanne Shaheen,DEM,331
New Hampshire,Newington,Corky Messner,REP,300
New Hampshire,Newington,Justin O'Donnell,LIB,9
New Hampshire,Newington, Write-ins,WRI,0
New Hampshire,Newmarket,Jeanne Shaheen,DEM,4053
New Hampshire,Newmarket,Corky Messner,REP,1696
New Hampshire,Newmarket,Justin O'Donnell,LIB,175
New Hampshire,Newmarket, Write-ins,WRI,0
New Hampshire,Newton,Corky Messner,REP,1528
New Hampshire,Newton,Jeanne Shaheen,DEM,1347
New Hampshire,Newton,Justin O'Donnell,LIB,75
New Hampshire,Newton, Write-ins,WRI,0
New Hampshire,North Hampton,Jeanne Shaheen,DEM,2082
New Hampshire,North Hampton,Corky Messner,REP,1316
New Hampshire,North Hampton,Justin O'Donnell,LIB,49
New Hampshire,North Hampton, Write-ins,WRI,3
New Hampshire,Northwood,Jeanne Shaheen,DEM,1450
New Hampshire,Northwood,Corky Messner,REP,1318
New Hampshire,Northwood,Justin O'Donnell,LIB,81
New Hampshire,Northwood, Write-ins,WRI,1
New Hampshire,Nottingham,Jeanne Shaheen,DEM,1876
New Hampshire,Nottingham,Corky Messner,REP,1507
New Hampshire,Nottingham,Justin O'Donnell,LIB,100
New Hampshire,Nottingham, Write-ins,WRI,0
New Hampshire,Plaistow,Corky Messner,REP,2235
New Hampshire,Plaistow,Jeanne Shaheen,DEM,2194
New Hampshire,Plaistow,Justin O'Donnell,LIB,96
New Hampshire,Plaistow, Write-ins,WRI,2
New Hampshire,Portsmouth,Jeanne Shaheen,DEM,10606
New Hampshire,Portsmouth,Corky Messner,REP,3561
New Hampshire,Portsmouth,Justin O'Donnell,LIB,320
New Hampshire,Portsmouth, Write-ins,WRI,0
New Hampshire,Raymond,Corky Messner,REP,3083
New Hampshire,Raymond,Jeanne Shaheen,DEM,2660
New Hampshire,Raymond,Justin O'Donnell,LIB,188
New Hampshire,Raymond, Write-ins,WRI,0
New Hampshire,Rye,Jeanne Shaheen,DEM,2789
New Hampshire,Rye,Corky Messner,REP,1563
New Hampshire,Rye,Justin O'Donnell,LIB,51
New Hampshire,Rye, Write-ins,WRI,0
New Hampshire,Salem,Corky Messner,REP,8716
New Hampshire,Salem,Jeanne Shaheen,DEM,8546
New Hampshire,Salem,Justin O'Donnell,LIB,279
New Hampshire,Salem, Write-ins,WRI,0
New Hampshire,Sandown,Corky Messner,REP,2082
New Hampshire,Sandown,Jeanne Shaheen,DEM,1749
New Hampshire,Sandown,Justin O'Donnell,LIB,88
New Hampshire,Sandown, Write-ins,WRI,0
New Hampshire,Seabrook,Corky Messner,REP,2555
New Hampshire,Seabrook,Jeanne Shaheen,DEM,2181
New Hampshire,Seabrook,Justin O'Donnell,LIB,110
New Hampshire,Seabrook, Write-ins,WRI,0
New Hampshire,South Hampton,Jeanne Shaheen,DEM,327
New Hampshire,South Hampton,Corky Messner,REP,294
New Hampshire,South Hampton,Justin O'Donnell,LIB,13
New Hampshire,South Hampton, Write-ins,WRI,0
New Hampshire,Stratham,Jeanne Shaheen,DEM,3409
New Hampshire,Stratham,Corky Messner,REP,1964
New Hampshire,Stratham,Justin O'Donnell,LIB,71
New Hampshire,Stratham, Write-ins,WRI,0
New Hampshire,Windham,Corky Messner,REP,4876
New Hampshire,Windham,Jeanne Shaheen,DEM,4738
New Hampshire,Windham,Justin O'Donnell,LIB,168
New Hampshire,Windham, Write-ins,WRI,0
New Hampshire,Barrington,Jeanne Shaheen,DEM,3408
New Hampshire,Barrington,Corky Messner,REP,2429
New Hampshire,Barrington,Justin O'Donnell,LIB,152
New Hampshire,Barrington, Write-ins,WRI,0
New Hampshire,Dover,Jeanne Shaheen,DEM,13010
New Hampshire,Dover,Corky Messner,REP,5504
New Hampshire,Dover,Justin O'Donnell,LIB,524
New Hampshire,Dover, Write-ins,WRI,52
New Hampshire,Durham,Jeanne Shaheen,DEM,5839
New Hampshire,Durham,Corky Messner,REP,1525
New Hampshire,Durham,Justin O'Donnell,LIB,216
New Hampshire,Durham, Write-ins,WRI,0
New Hampshire,Farmington,Corky Messner,REP,1727
New Hampshire,Farmington,Jeanne Shaheen,DEM,1572
New Hampshire,Farmington,Justin O'Donnell,LIB,89
New Hampshire,Farmington, Write-ins,WRI,0
New Hampshire,Lee,Jeanne Shaheen,DEM,2003
New Hampshire,Lee,Corky Messner,REP,883
New Hampshire,Lee,Justin O'Donnell,LIB,57
New Hampshire,Lee, Write-ins,WRI,0
New Hampshire,Madbury,Jeanne Shaheen,DEM,851
New Hampshire,Madbury,Corky Messner,REP,416
New Hampshire,Madbury,Justin O'Donnell,LIB,38
New Hampshire,Madbury, Write-ins,WRI,0
New Hampshire,Middleton,Corky Messner,REP,562
New Hampshire,Middleton,Jeanne Shaheen,DEM,444
New Hampshire,Middleton,Justin O'Donnell,LIB,18
New Hampshire,Middleton, Write-ins,WRI,0
New Hampshire,Milton,Corky Messner,REP,1269
New Hampshire,Milton,Jeanne Shaheen,DEM,1164
New Hampshire,Milton,Justin O'Donnell,LIB,74
New Hampshire,Milton, Write-ins,WRI,0
New Hampshire,New Durham,Corky Messner,REP,991
New Hampshire,New Durham,Jeanne Shaheen,DEM,815
New Hampshire,New Durham,Justin O'Donnell,LIB,42
New Hampshire,New Durham, Write-ins,WRI,1
New Hampshire,Rochester,Jeanne Shaheen,DEM,9079
New Hampshire,Rochester,Corky Messner,REP,7117
New Hampshire,Rochester,Justin O'Donnell,LIB,467
New Hampshire,Rochester, Write-ins,WRI,5
New Hampshire,Rollinsford,Jeanne Shaheen,DEM,1028
New Hampshire,Rollinsford,Corky Messner,REP,642
New Hampshire,Rollinsford,Justin O'Donnell,LIB,58
New Hampshire,Rollinsford, Write-ins,WRI,0
New Hampshire,Somersworth,Jeanne Shaheen,DEM,3714
New Hampshire,Somersworth,Corky Messner,REP,2156
New Hampshire,Somersworth,Justin O'Donnell,LIB,156
New Hampshire,Somersworth, Write-ins,WRI,0
New Hampshire,Strafford,Jeanne Shaheen,DEM,1474
New Hampshire,Strafford,Corky Messner,REP,1241
New Hampshire,Strafford,Justin O'Donnell,LIB,56
New Hampshire,Strafford, Write-ins,WRI,0
New Hampshire,Acworth,Jeanne Shaheen,DEM,311
New Hampshire,Acworth,Corky Messner,REP,227
New Hampshire,Acworth,Justin O'Donnell,LIB,11
New Hampshire,Acworth, Write-ins,WRI,0
New Hampshire,Charlestown,Jeanne Shaheen,DEM,1335
New Hampshire,Charlestown,Corky Messner,REP,1044
New Hampshire,Charlestown,Justin O'Donnell,LIB,81
New Hampshire,Charlestown, Write-ins,WRI,0
New Hampshire,Claremont,Jeanne Shaheen,DEM,3215
New Hampshire,Claremont,Corky Messner,REP,2406
New Hampshire,Claremont,Justin O'Donnell,LIB,161
New Hampshire,Claremont, Write-ins,WRI,0
New Hampshire,Cornish,Jeanne Shaheen,DEM,692
New Hampshire,Cornish,Corky Messner,REP,381
New Hampshire,Cornish,Justin O'Donnell,LIB,26
New Hampshire,Cornish, Write-ins,WRI,0
New Hampshire,Croydon,Corky Messner,REP,288
New Hampshire,Croydon,Jeanne Shaheen,DEM,187
New Hampshire,Croydon,Justin O'Donnell,LIB,24
New Hampshire,Croydon, Write-ins,WRI,1
New Hampshire,Goshen,Corky Messner,REP,254
New Hampshire,Goshen,Jeanne Shaheen,DEM,208
New Hampshire,Goshen,Justin O'Donnell,LIB,16
New Hampshire,Goshen, Write-ins,WRI,0
New Hampshire,Grantham,Jeanne Shaheen,DEM,1686
New Hampshire,Grantham,Corky Messner,REP,690
New Hampshire,Grantham,Justin O'Donnell,LIB,55
New Hampshire,Grantham, Write-ins,WRI,0
New Hampshire,Langdon,Jeanne Shaheen,DEM,215
New Hampshire,Langdon,Corky Messner,REP,181
New Hampshire,Langdon,Justin O'Donnell,LIB,12
New Hampshire,Langdon, Write-ins,WRI,0
New Hampshire,Lempster,Corky Messner,REP,384
New Hampshire,Lempster,Jeanne Shaheen,DEM,301
New Hampshire,Lempster,Justin O'Donnell,LIB,25
New Hampshire,Lempster, Write-ins,WRI,0
New Hampshire,Newport,Corky Messner,REP,1522
New Hampshire,Newport,Jeanne Shaheen,DEM,1475
New Hampshire,Newport,Justin O'Donnell,LIB,97
New Hampshire,Newport, Write-ins,WRI,0
New Hampshire,Plainfield,Jeanne Shaheen,DEM,1145
New Hampshire,Plainfield,Corky Messner,REP,481
New Hampshire,Plainfield,Justin O'Donnell,LIB,37
New Hampshire,Plainfield, Write-ins,WRI,0
New Hampshire,Springfield,Jeanne Shaheen,DEM,459
New Hampshire,Springfield,Corky Messner,REP,402
New Hampshire,Springfield,Justin O'Donnell,LIB,21
New Hampshire,Springfield, Write-ins,WRI,0
New Hampshire,Sunapee,Jeanne Shaheen,DEM,1322
New Hampshire,Sunapee,Corky Messner,REP,1040
New Hampshire,Sunapee,Justin O'Donnell,LIB,51
New Hampshire,Sunapee, Write-ins,WRI,0
New Hampshire,Unity,Corky Messner,REP,565
New Hampshire,Unity,Jeanne Shaheen,DEM,283
New Hampshire,Unity,Justin O'Donnell,LIB,30
New Hampshire,Unity, Write-ins,WRI,0
New Hampshire,Washington,Corky Messner,REP,431
New Hampshire,Washington,Jeanne Shaheen,DEM,349
New Hampshire,Washington,Justin O'Donnell,LIB,15
New Hampshire,Washington, Write-ins,WRI,0
New Jersey,Atlantic County,Cory Booker,DEM,66812
New Jersey,Atlantic County,Rikin Mehta,REP,58525
New Jersey,Atlantic County,Veronica Fernandez,IND,1493
New Jersey,Atlantic County,Madelyn Hoffman,GRN,502
New Jersey,Atlantic County,Daniel Burke,IND,393
New Jersey,Atlantic County, Write-ins,WRI,86
New Jersey,Bergen County,Cory Booker,DEM,253970
New Jersey,Bergen County,Rikin Mehta,REP,176130
New Jersey,Bergen County,Veronica Fernandez,IND,2885
New Jersey,Bergen County,Madelyn Hoffman,GRN,2510
New Jersey,Bergen County,Daniel Burke,IND,1459
New Jersey,Bergen County, Write-ins,WRI,273
New Jersey,Burlington County,Cory Booker,DEM,127059
New Jersey,Burlington County,Rikin Mehta,REP,79720
New Jersey,Burlington County,Madelyn Hoffman,GRN,1323
New Jersey,Burlington County,Veronica Fernandez,IND,745
New Jersey,Burlington County,Daniel Burke,IND,343
New Jersey,Burlington County, Write-ins,WRI,104
New Jersey,Camden County,Cory Booker,DEM,157662
New Jersey,Camden County,Rikin Mehta,REP,77986
New Jersey,Camden County,Madelyn Hoffman,GRN,1539
New Jersey,Camden County,Veronica Fernandez,IND,630
New Jersey,Camden County,Daniel Burke,IND,263
New Jersey,Camden County, Write-ins,WRI,194
New Jersey,Cape May County,Rikin Mehta,REP,29868
New Jersey,Cape May County,Cory Booker,DEM,21773
New Jersey,Cape May County,Madelyn Hoffman,GRN,377
New Jersey,Cape May County,Veronica Fernandez,IND,348
New Jersey,Cape May County,Daniel Burke,IND,112
New Jersey,Cape May County, Write-ins,WRI,47
New Jersey,Cumberland County,Cory Booker,DEM,26027
New Jersey,Cumberland County,Rikin Mehta,REP,21381
New Jersey,Cumberland County,Veronica Fernandez,IND,921
New Jersey,Cumberland County,Madelyn Hoffman,GRN,289
New Jersey,Cumberland County,Daniel Burke,IND,237
New Jersey,Cumberland County, Write-ins,WRI,37
New Jersey,Essex County,Cory Booker,DEM,218663
New Jersey,Essex County,Rikin Mehta,REP,60207
New Jersey,Essex County,Madelyn Hoffman,GRN,2076
New Jersey,Essex County,Veronica Fernandez,IND,1419
New Jersey,Essex County,Daniel Burke,IND,342
New Jersey,Gloucester County,Cory Booker,DEM,82904
New Jersey,Gloucester County,Rikin Mehta,REP,78513
New Jersey,Gloucester County,Madelyn Hoffman,GRN,2165
New Jersey,Gloucester County,Veronica Fernandez,IND,901
New Jersey,Gloucester County,Daniel Burke,IND,278
New Jersey,Gloucester County, Write-ins,WRI,185
New Jersey,Hudson County,Cory Booker,DEM,146926
New Jersey,Hudson County,Rikin Mehta,REP,43583
New Jersey,Hudson County,Veronica Fernandez,IND,2843
New Jersey,Hudson County,Madelyn Hoffman,GRN,1625
New Jersey,Hudson County,Daniel Burke,IND,625
New Jersey,Hudson County, Write-ins,WRI,96
New Jersey,Hunterdon County,Rikin Mehta,REP,40634
New Jersey,Hunterdon County,Cory Booker,DEM,34771
New Jersey,Hunterdon County,Madelyn Hoffman,GRN,1309
New Jersey,Hunterdon County,Veronica Fernandez,IND,347
New Jersey,Hunterdon County,Daniel Burke,IND,161
New Jersey,Hunterdon County, Write-ins,WRI,144
New Jersey,Mercer County,Cory Booker,DEM,105126
New Jersey,Mercer County,Rikin Mehta,REP,46813
New Jersey,Mercer County,Madelyn Hoffman,GRN,1059
New Jersey,Mercer County,Veronica Fernandez,IND,894
New Jersey,Mercer County,Daniel Burke,IND,212
New Jersey,Mercer County, Write-ins,WRI,102
New Jersey,Middlesex County,Cory Booker,DEM,138127
New Jersey,Middlesex County,Rikin Mehta,REP,67149
New Jersey,Middlesex County,Madelyn Hoffman,GRN,1798
New Jersey,Middlesex County,Veronica Fernandez,IND,1335
New Jersey,Middlesex County,Daniel Burke,IND,961
New Jersey,Middlesex County, Write-ins,WRI,76
New Jersey,Monmouth County,Rikin Mehta,REP,143169
New Jersey,Monmouth County,Cory Booker,DEM,140536
New Jersey,Monmouth County,Madelyn Hoffman,GRN,3046
New Jersey,Monmouth County,Veronica Fernandez,IND,1061
New Jersey,Monmouth County,Daniel Burke,IND,595
New Jersey,Monmouth County, Write-ins,WRI,64
New Jersey,Morris County,Cory Booker,DEM,79112
New Jersey,Morris County,Rikin Mehta,REP,63931
New Jersey,Morris County,Madelyn Hoffman,GRN,762
New Jersey,Morris County,Veronica Fernandez,IND,458
New Jersey,Morris County,Daniel Burke,IND,230
New Jersey,Morris County, Write-ins,WRI,98
New Jersey,Ocean County,Rikin Mehta,REP,193401
New Jersey,Ocean County,Cory Booker,DEM,109049
New Jersey,Ocean County,Madelyn Hoffman,GRN,2533
New Jersey,Ocean County,Veronica Fernandez,IND,1976
New Jersey,Ocean County,Daniel Burke,IND,479
New Jersey,Ocean County, Write-ins,WRI,351
New Jersey,Passaic County,Cory Booker,DEM,84968
New Jersey,Passaic County,Rikin Mehta,REP,48588
New Jersey,Passaic County,Veronica Fernandez,IND,1436
New Jersey,Passaic County,Madelyn Hoffman,GRN,1370
New Jersey,Passaic County,Daniel Burke,IND,494
New Jersey,Passaic County, Write-ins,WRI,97
New Jersey,Salem County,Rikin Mehta,REP,15799
New Jersey,Salem County,Cory Booker,DEM,12771
New Jersey,Salem County,Madelyn Hoffman,GRN,430
New Jersey,Salem County,Veronica Fernandez,IND,326
New Jersey,Salem County,Daniel Burke,IND,144
New Jersey,Salem County, Write-ins,WRI,45
New Jersey,Somerset County,Cory Booker,DEM,92423
New Jersey,Somerset County,Rikin Mehta,REP,64166
New Jersey,Somerset County,Madelyn Hoffman,GRN,1270
New Jersey,Somerset County,Veronica Fernandez,IND,471
New Jersey,Somerset County,Daniel Burke,IND,180
New Jersey,Somerset County, Write-ins,WRI,30
New Jersey,Sussex County,Rikin Mehta,REP,37131
New Jersey,Sussex County,Cory Booker,DEM,28154
New Jersey,Sussex County,Madelyn Hoffman,GRN,1152
New Jersey,Sussex County,Veronica Fernandez,IND,411
New Jersey,Sussex County,Daniel Burke,IND,160
New Jersey,Sussex County, Write-ins,WRI,121
