state,county,candidate,party,votes
Tennessee,Davidson County,Aaron James,IND,1506
Tennessee,Davidson County,Eric Stansberry,IND,904
Tennessee,Davidson County,Ronnie Henley,IND,681
Tennessee,Davidson County,Dean Hill,IND,474
Tennessee,Davidson County,Jeffrey Grunau,IND,393
Tennessee,Decatur County,Bill Hagerty,REP,4075
Tennessee,Decatur County,Marquita Bradshaw,DEM,817
Tennessee,Decatur County,Aaron James,IND,32
Tennessee,Decatur County,Kacey Morgan,IND,22
Tennessee,Decatur County,Elizabeth McLeod,IND,21
Tennessee,Decatur County,Steven Hooper,IND,18
Tennessee,Decatur County,Eric Stansberry,IND,17
Tennessee,Decatur County,Ronnie Henley,IND,15
Tennessee,Decatur County,Yomi Faparusi,IND,8
Tennessee,Decatur County,Jeffrey Grunau,IND,7
Tennessee,Decatur County,Dean Hill,IND,7
Tennessee,DeKalb County,Bill Hagerty,REP,6153
Tennessee,DeKalb County,Marquita Bradshaw,DEM,1522
Tennessee,DeKalb County,Dean Hill,IND,70
Tennessee,DeKalb County,Steven Hooper,IND,44
Tennessee,DeKalb County,Yomi Faparusi,IND,33
Tennessee,DeKalb County,Kacey Morgan,IND,32
Tennessee,DeKalb County,Elizabeth McLeod,IND,30
Tennessee,DeKalb County,Ronnie Henley,IND,25
Tennessee,DeKalb County,Eric Stansberry,IND,24
Tennessee,DeKalb County,Aaron James,IND,12
Tennessee,DeKalb County,Jeffrey Grunau,IND,6
Tennessee,Dickson County,Bill Hagerty,REP,17191
Tennessee,Dickson County,Marquita Bradshaw,DEM,5549
Tennessee,Dickson County,Steven Hooper,IND,172
Tennessee,Dickson County,Elizabeth McLeod,IND,136
Tennessee,Dickson County,Kacey Morgan,IND,129
Tennessee,Dickson County,Aaron James,IND,121
Tennessee,Dickson County,Ronnie Henley,IND,82
Tennessee,Dickson County,Eric Stansberry,IND,70
Tennessee,Dickson County,Yomi Faparusi,IND,67
Tennessee,Dickson County,Dean Hill,IND,41
Tennessee,Dickson County,Jeffrey Grunau,IND,32
Tennessee,Dyer County,Bill Hagerty,REP,11237
Tennessee,Dyer County,Marquita Bradshaw,DEM,2733
Tennessee,Dyer County,Elizabeth McLeod,IND,78
Tennessee,Dyer County,Ronnie Henley,IND,64
Tennessee,Dyer County,Steven Hooper,IND,44
Tennessee,Dyer County,Kacey Morgan,IND,43
Tennessee,Dyer County,Eric Stansberry,IND,38
Tennessee,Dyer County,Yomi Faparusi,IND,36
Tennessee,Dyer County,Jeffrey Grunau,IND,24
Tennessee,Dyer County,Dean Hill,IND,22
Tennessee,Dyer County,Aaron James,IND,22
Tennessee,Fayette County,Bill Hagerty,REP,15385
Tennessee,Fayette County,Marquita Bradshaw,DEM,5795
Tennessee,Fayette County,Elizabeth McLeod,IND,116
Tennessee,Fayette County,Ronnie Henley,IND,80
Tennessee,Fayette County,Steven Hooper,IND,73
Tennessee,Fayette County,Kacey Morgan,IND,60
Tennessee,Fayette County,Eric Stansberry,IND,58
Tennessee,Fayette County,Yomi Faparusi,IND,56
Tennessee,Fayette County,Jeffrey Grunau,IND,53
Tennessee,Fayette County,Aaron James,IND,47
Tennessee,Fayette County,Dean Hill,IND,34
Tennessee,Fentress County,Bill Hagerty,REP,7035
Tennessee,Fentress County,Marquita Bradshaw,DEM,1052
Tennessee,Fentress County,Elizabeth McLeod,IND,33
Tennessee,Fentress County,Kacey Morgan,IND,24
Tennessee,Fentress County,Dean Hill,IND,15
Tennessee,Fentress County,Eric Stansberry,IND,15
Tennessee,Fentress County,Jeffrey Grunau,IND,14
Tennessee,Fentress County,Ronnie Henley,IND,14
Tennessee,Fentress County,Aaron James,IND,14
Tennessee,Fentress County,Yomi Faparusi,IND,13
Tennessee,Fentress County,Steven Hooper,IND,11
Tennessee,Franklin County,Bill Hagerty,REP,13483
Tennessee,Franklin County,Marquita Bradshaw,DEM,4383
Tennessee,Franklin County,Elizabeth McLeod,IND,83
Tennessee,Franklin County,Ronnie Henley,IND,60
Tennessee,Franklin County,Yomi Faparusi,IND,44
Tennessee,Franklin County,Kacey Morgan,IND,38
Tennessee,Franklin County,Steven Hooper,IND,36
Tennessee,Franklin County,Eric Stansberry,IND,27
Tennessee,Franklin County,Dean Hill,IND,22
Tennessee,Franklin County,Aaron James,IND,21
Tennessee,Franklin County,Jeffrey Grunau,IND,18
Tennessee,Gibson County,Bill Hagerty,REP,15571
Tennessee,Gibson County,Marquita Bradshaw,DEM,4861
Tennessee,Gibson County,Eric Stansberry,IND,232
Tennessee,Gibson County,Ronnie Henley,IND,101
Tennessee,Gibson County,Elizabeth McLeod,IND,90
Tennessee,Gibson County,Steven Hooper,IND,81
Tennessee,Gibson County,Yomi Faparusi,IND,73
Tennessee,Gibson County,Kacey Morgan,IND,64
Tennessee,Gibson County,Jeffrey Grunau,IND,43
Tennessee,Gibson County,Dean Hill,IND,30
Tennessee,Gibson County,Aaron James,IND,27
Tennessee,Giles County,Bill Hagerty,REP,9312
Tennessee,Giles County,Marquita Bradshaw,DEM,2828
Tennessee,Giles County,Ronnie Henley,IND,73
Tennessee,Giles County,Elizabeth McLeod,IND,59
Tennessee,Giles County,Kacey Morgan,IND,41
Tennessee,Giles County,Dean Hill,IND,34
Tennessee,Giles County,Steven Hooper,IND,31
Tennessee,Giles County,Aaron James,IND,29
Tennessee,Giles County,Yomi Faparusi,IND,24
Tennessee,Giles County,Eric Stansberry,IND,19
Tennessee,Giles County,Jeffrey Grunau,IND,13
Tennessee,Grainger County,Bill Hagerty,REP,8126
Tennessee,Grainger County,Marquita Bradshaw,DEM,1267
Tennessee,Grainger County,Elizabeth McLeod,IND,29
Tennessee,Grainger County,Kacey Morgan,IND,26
Tennessee,Grainger County,Ronnie Henley,IND,24
Tennessee,Grainger County,Steven Hooper,IND,23
Tennessee,Grainger County,Eric Stansberry,IND,20
Tennessee,Grainger County,Yomi Faparusi,IND,19
Tennessee,Grainger County,Dean Hill,IND,17
Tennessee,Grainger County,Jeffrey Grunau,IND,11
Tennessee,Grainger County,Aaron James,IND,6
Tennessee,Greene County,Bill Hagerty,REP,21838
Tennessee,Greene County,Marquita Bradshaw,DEM,4788
Tennessee,Greene County,Elizabeth McLeod,IND,145
Tennessee,Greene County,Aaron James,IND,138
Tennessee,Greene County,Kacey Morgan,IND,97
Tennessee,Greene County,Ronnie Henley,IND,83
Tennessee,Greene County,Steven Hooper,IND,80
Tennessee,Greene County,Eric Stansberry,IND,78
Tennessee,Greene County,Yomi Faparusi,IND,48
Tennessee,Greene County,Dean Hill,IND,39
Tennessee,Greene County,Jeffrey Grunau,IND,20
Tennessee,Grundy County,Bill Hagerty,REP,4368
Tennessee,Grundy County,Marquita Bradshaw,DEM,885
Tennessee,Grundy County,Kacey Morgan,IND,22
Tennessee,Grundy County,Ronnie Henley,IND,19
Tennessee,Grundy County,Aaron James,IND,18
Tennessee,Grundy County,Elizabeth McLeod,IND,18
Tennessee,Grundy County,Steven Hooper,IND,17
Tennessee,Grundy County,Eric Stansberry,IND,17
Tennessee,Grundy County,Jeffrey Grunau,IND,9
Tennessee,Grundy County,Yomi Faparusi,IND,8
Tennessee,Grundy County,Dean Hill,IND,5
Tennessee,Hamblen County,Bill Hagerty,REP,18162
Tennessee,Hamblen County,Marquita Bradshaw,DEM,4810
Tennessee,Hamblen County,Elizabeth McLeod,IND,115
Tennessee,Hamblen County,Yomi Faparusi,IND,75
Tennessee,Hamblen County,Eric Stansberry,IND,70
Tennessee,Hamblen County,Kacey Morgan,IND,67
Tennessee,Hamblen County,Steven Hooper,IND,57
Tennessee,Hamblen County,Ronnie Henley,IND,51
Tennessee,Hamblen County,Jeffrey Grunau,IND,31
Tennessee,Hamblen County,Aaron James,IND,31
Tennessee,Hamblen County,Dean Hill,IND,30
Tennessee,Hamilton County,Bill Hagerty,REP,94984
Tennessee,Hamilton County,Marquita Bradshaw,DEM,70460
Tennessee,Hamilton County,Elizabeth McLeod,IND,807
Tennessee,Hamilton County,Yomi Faparusi,IND,797
Tennessee,Hamilton County,Kacey Morgan,IND,339
Tennessee,Hamilton County,Ronnie Henley,IND,312
Tennessee,Hamilton County,Aaron James,IND,264
Tennessee,Hamilton County,Dean Hill,IND,211
Tennessee,Hamilton County,Steven Hooper,IND,194
Tennessee,Hamilton County,Jeffrey Grunau,IND,191
Tennessee,Hamilton County,Eric Stansberry,IND,127
Tennessee,Hancock County,Bill Hagerty,REP,2159
Tennessee,Hancock County,Marquita Bradshaw,DEM,301
Tennessee,Hancock County,Elizabeth McLeod,IND,9
Tennessee,Hancock County,Eric Stansberry,IND,8
Tennessee,Hancock County,Kacey Morgan,IND,5
Tennessee,Hancock County,Yomi Faparusi,IND,4
Tennessee,Hancock County,Ronnie Henley,IND,4
Tennessee,Hancock County,Steven Hooper,IND,4
Tennessee,Hancock County,Dean Hill,IND,2
Tennessee,Hancock County,Aaron James,IND,2
Tennessee,Hancock County,Jeffrey Grunau,IND,1
Tennessee,Hardeman County,Bill Hagerty,REP,5377
Tennessee,Hardeman County,Marquita Bradshaw,DEM,3450
Tennessee,Hardeman County,Ronnie Henley,IND,73
Tennessee,Hardeman County,Steven Hooper,IND,43
Tennessee,Hardeman County,Elizabeth McLeod,IND,41
Tennessee,Hardeman County,Kacey Morgan,IND,41
Tennessee,Hardeman County,Jeffrey Grunau,IND,34
Tennessee,Hardeman County,Dean Hill,IND,34
Tennessee,Hardeman County,Eric Stansberry,IND,26
Tennessee,Hardeman County,Yomi Faparusi,IND,21
Tennessee,Hardeman County,Aaron James,IND,20
Tennessee,Hardin County,Bill Hagerty,REP,9219
Tennessee,Hardin County,Marquita Bradshaw,DEM,1599
Tennessee,Hardin County,Aaron James,IND,63
Tennessee,Hardin County,Elizabeth McLeod,IND,53
Tennessee,Hardin County,Kacey Morgan,IND,40
Tennessee,Hardin County,Steven Hooper,IND,36
Tennessee,Hardin County,Ronnie Henley,IND,28
Tennessee,Hardin County,Eric Stansberry,IND,28
Tennessee,Hardin County,Yomi Faparusi,IND,24
Tennessee,Hardin County,Dean Hill,IND,16
Tennessee,Hardin County,Jeffrey Grunau,IND,7
Tennessee,Hawkins County,Bill Hagerty,REP,15914
Tennessee,Hawkins County,Marquita Bradshaw,DEM,3174
Tennessee,Hawkins County,Elizabeth McLeod,IND,83
Tennessee,Hawkins County,Ronnie Henley,IND,75
Tennessee,Hawkins County,Kacey Morgan,IND,72
Tennessee,Hawkins County,Eric Stansberry,IND,72
Tennessee,Hawkins County,Yomi Faparusi,IND,36
Tennessee,Hawkins County,Dean Hill,IND,35
Tennessee,Hawkins County,Jeffrey Grunau,IND,31
Tennessee,Hawkins County,Aaron James,IND,30
Tennessee,Hawkins County,Steven Hooper,IND,29
Tennessee,Haywood County,Marquita Bradshaw,DEM,3685
Tennessee,Haywood County,Bill Hagerty,REP,3292
Tennessee,Haywood County,Steven Hooper,IND,31
Tennessee,Haywood County,Ronnie Henley,IND,28
Tennessee,Haywood County,Elizabeth McLeod,IND,24
Tennessee,Haywood County,Aaron James,IND,17
Tennessee,Haywood County,Dean Hill,IND,14
Tennessee,Haywood County,Eric Stansberry,IND,11
Tennessee,Haywood County,Yomi Faparusi,IND,10
Tennessee,Haywood County,Kacey Morgan,IND,9
Tennessee,Haywood County,Jeffrey Grunau,IND,8
Tennessee,Henderson County,Bill Hagerty,REP,9585
Tennessee,Henderson County,Marquita Bradshaw,DEM,1793
Tennessee,Henderson County,Elizabeth McLeod,IND,49
Tennessee,Henderson County,Steven Hooper,IND,30
Tennessee,Henderson County,Ronnie Henley,IND,28
Tennessee,Henderson County,Kacey Morgan,IND,26
Tennessee,Henderson County,Jeffrey Grunau,IND,18
Tennessee,Henderson County,Yomi Faparusi,IND,17
Tennessee,Henderson County,Dean Hill,IND,14
Tennessee,Henderson County,Aaron James,IND,13
Tennessee,Henderson County,Eric Stansberry,IND,13
Tennessee,Henry County,Bill Hagerty,REP,10586
Tennessee,Henry County,Marquita Bradshaw,DEM,2972
Tennessee,Henry County,Elizabeth McLeod,IND,88
Tennessee,Henry County,Steven Hooper,IND,86
Tennessee,Henry County,Ronnie Henley,IND,61
Tennessee,Henry County,Jeffrey Grunau,IND,50
Tennessee,Henry County,Kacey Morgan,IND,46
Tennessee,Henry County,Eric Stansberry,IND,44
Tennessee,Henry County,Yomi Faparusi,IND,41
Tennessee,Henry County,Dean Hill,IND,37
Tennessee,Henry County,Aaron James,IND,31
Tennessee,Hickman County,Bill Hagerty,REP,7284
Tennessee,Hickman County,Marquita Bradshaw,DEM,1924
Tennessee,Hickman County,Ronnie Henley,IND,51
Tennessee,Hickman County,Steven Hooper,IND,50
Tennessee,Hickman County,Elizabeth McLeod,IND,43
Tennessee,Hickman County,Yomi Faparusi,IND,30
Tennessee,Hickman County,Kacey Morgan,IND,30
Tennessee,Hickman County,Aaron James,IND,19
Tennessee,Hickman County,Dean Hill,IND,16
Tennessee,Hickman County,Eric Stansberry,IND,13
Tennessee,Hickman County,Jeffrey Grunau,IND,12
Tennessee,Houston County,Bill Hagerty,REP,2128
Tennessee,Houston County,Marquita Bradshaw,DEM,555
Tennessee,Houston County,Steven Hooper,IND,28
Tennessee,Houston County,Aaron James,IND,26
Tennessee,Houston County,Elizabeth McLeod,IND,26
Tennessee,Houston County,Kacey Morgan,IND,26
Tennessee,Houston County,Eric Stansberry,IND,13
Tennessee,Houston County,Ronnie Henley,IND,10
Tennessee,Houston County,Dean Hill,IND,6
Tennessee,Houston County,Yomi Faparusi,IND,4
Tennessee,Houston County,Jeffrey Grunau,IND,2
Tennessee,Humphreys County,Bill Hagerty,REP,5751
Tennessee,Humphreys County,Marquita Bradshaw,DEM,1785
Tennessee,Humphreys County,Steven Hooper,IND,192
Tennessee,Humphreys County,Ronnie Henley,IND,31
Tennessee,Humphreys County,Dean Hill,IND,22
Tennessee,Humphreys County,Elizabeth McLeod,IND,19
Tennessee,Humphreys County,Jeffrey Grunau,IND,13
Tennessee,Humphreys County,Yomi Faparusi,IND,12
Tennessee,Humphreys County,Kacey Morgan,IND,9
Tennessee,Humphreys County,Aaron James,IND,2
Tennessee,Humphreys County,Eric Stansberry,IND,1
Tennessee,Jackson County,Bill Hagerty,REP,3828
Tennessee,Jackson County,Marquita Bradshaw,DEM,986
Tennessee,Jackson County,Elizabeth McLeod,IND,22
Tennessee,Jackson County,Steven Hooper,IND,20
Tennessee,Jackson County,Yomi Faparusi,IND,19
Tennessee,Jackson County,Ronnie Henley,IND,17
Tennessee,Jackson County,Kacey Morgan,IND,12
Tennessee,Jackson County,Eric Stansberry,IND,12
Tennessee,Jackson County,Aaron James,IND,11
Tennessee,Jackson County,Dean Hill,IND,8
Tennessee,Jackson County,Jeffrey Grunau,IND,7
Tennessee,Jefferson County,Bill Hagerty,REP,13137
Tennessee,Jefferson County,Marquita Bradshaw,DEM,3218
Tennessee,Jefferson County,Yomi Faparusi,IND,333
Tennessee,Jefferson County,Elizabeth McLeod,IND,86
Tennessee,Jefferson County,Eric Stansberry,IND,56
Tennessee,Jefferson County,Steven Hooper,IND,43
Tennessee,Jefferson County,Ronnie Henley,IND,39
Tennessee,Jefferson County,Kacey Morgan,IND,31
Tennessee,Jefferson County,Dean Hill,IND,19
Tennessee,Jefferson County,Aaron James,IND,19
Tennessee,Jefferson County,Jeffrey Grunau,IND,13
Tennessee,Johnson County,Bill Hagerty,REP,6057
Tennessee,Johnson County,Marquita Bradshaw,DEM,1111
Tennessee,Johnson County,Elizabeth McLeod,IND,34
Tennessee,Johnson County,Ronnie Henley,IND,33
Tennessee,Johnson County,Dean Hill,IND,23
Tennessee,Johnson County,Kacey Morgan,IND,22
Tennessee,Johnson County,Yomi Faparusi,IND,21
Tennessee,Johnson County,Eric Stansberry,IND,20
Tennessee,Johnson County,Steven Hooper,IND,12
Tennessee,Johnson County,Jeffrey Grunau,IND,8
Tennessee,Johnson County,Aaron James,IND,5
Tennessee,Knox County,Bill Hagerty,REP,128464
Tennessee,Knox County,Marquita Bradshaw,DEM,84552
Tennessee,Knox County,Elizabeth McLeod,IND,1014
Tennessee,Knox County,Yomi Faparusi,IND,862
Tennessee,Knox County,Kacey Morgan,IND,398
Tennessee,Knox County,Dean Hill,IND,295
Tennessee,Knox County,Ronnie Henley,IND,228
Tennessee,Knox County,Aaron James,IND,224
Tennessee,Knox County,Eric Stansberry,IND,212
Tennessee,Knox County,Steven Hooper,IND,178
Tennessee,Knox County,Jeffrey Grunau,IND,155
Tennessee,Lake County,Bill Hagerty,REP,1361
Tennessee,Lake County,Marquita Bradshaw,DEM,493
Tennessee,Lake County,Steven Hooper,IND,19
Tennessee,Lake County,Ronnie Henley,IND,15
Tennessee,Lake County,Kacey Morgan,IND,10
Tennessee,Lake County,Jeffrey Grunau,IND,9
Tennessee,Lake County,Elizabeth McLeod,IND,8
Tennessee,Lake County,Eric Stansberry,IND,5
Tennessee,Lake County,Yomi Faparusi,IND,4
Tennessee,Lake County,Dean Hill,IND,4
Tennessee,Lake County,Aaron James,IND,2
Tennessee,Lauderdale County,Bill Hagerty,REP,5551
Tennessee,Lauderdale County,Marquita Bradshaw,DEM,2673
Tennessee,Lauderdale County,Ronnie Henley,IND,48
Tennessee,Lauderdale County,Kacey Morgan,IND,38
Tennessee,Lauderdale County,Steven Hooper,IND,35
Tennessee,Lauderdale County,Elizabeth McLeod,IND,33
Tennessee,Lauderdale County,Yomi Faparusi,IND,25
Tennessee,Lauderdale County,Jeffrey Grunau,IND,23
Tennessee,Lauderdale County,Dean Hill,IND,23
Tennessee,Lauderdale County,Aaron James,IND,19
Tennessee,Lauderdale County,Eric Stansberry,IND,16
Tennessee,Lawrence County,Bill Hagerty,REP,14270
Tennessee,Lawrence County,Marquita Bradshaw,DEM,2768
Tennessee,Lawrence County,Ronnie Henley,IND,121
Tennessee,Lawrence County,Steven Hooper,IND,66
Tennessee,Lawrence County,Elizabeth McLeod,IND,57
Tennessee,Lawrence County,Kacey Morgan,IND,48
Tennessee,Lawrence County,Yomi Faparusi,IND,40
Tennessee,Lawrence County,Aaron James,IND,32
Tennessee,Lawrence County,Eric Stansberry,IND,28
Tennessee,Lawrence County,Jeffrey Grunau,IND,21
Tennessee,Lawrence County,Dean Hill,IND,18
Tennessee,Lewis County,Bill Hagerty,REP,4233
Tennessee,Lewis County,Marquita Bradshaw,DEM,987
Tennessee,Lewis County,Ronnie Henley,IND,28
Tennessee,Lewis County,Elizabeth McLeod,IND,24
Tennessee,Lewis County,Yomi Faparusi,IND,14
Tennessee,Lewis County,Jeffrey Grunau,IND,14
Tennessee,Lewis County,Dean Hill,IND,10
Tennessee,Lewis County,Aaron James,IND,7
Tennessee,Lewis County,Kacey Morgan,IND,7
Tennessee,Lewis County,Eric Stansberry,IND,7
Tennessee,Lewis County,Steven Hooper,IND,6
Tennessee,Lincoln County,Bill Hagerty,REP,11998
Tennessee,Lincoln County,Marquita Bradshaw,DEM,2635
Tennessee,Lincoln County,Aaron James,IND,97
Tennessee,Lincoln County,Elizabeth McLeod,IND,78
Tennessee,Lincoln County,Kacey Morgan,IND,70
Tennessee,Lincoln County,Steven Hooper,IND,45
Tennessee,Lincoln County,Ronnie Henley,IND,38
Tennessee,Lincoln County,Dean Hill,IND,36
Tennessee,Lincoln County,Eric Stansberry,IND,32
Tennessee,Lincoln County,Yomi Faparusi,IND,26
Tennessee,Lincoln County,Jeffrey Grunau,IND,22
Tennessee,Loudon County,Bill Hagerty,REP,21864
Tennessee,Loudon County,Marquita Bradshaw,DEM,6047
Tennessee,Loudon County,Elizabeth McLeod,IND,164
Tennessee,Loudon County,Aaron James,IND,121
Tennessee,Loudon County,Kacey Morgan,IND,97
Tennessee,Loudon County,Yomi Faparusi,IND,74
Tennessee,Loudon County,Ronnie Henley,IND,73
Tennessee,Loudon County,Eric Stansberry,IND,69
Tennessee,Loudon County,Steven Hooper,IND,45
Tennessee,Loudon County,Dean Hill,IND,33
Tennessee,Loudon County,Jeffrey Grunau,IND,24
Tennessee,McMinn County,Bill Hagerty,REP,17755
Tennessee,McMinn County,Marquita Bradshaw,DEM,3904
Tennessee,McMinn County,Steven Hooper,IND,101
Tennessee,McMinn County,Ronnie Henley,IND,78
Tennessee,McMinn County,Dean Hill,IND,57
Tennessee,McMinn County,Yomi Faparusi,IND,55
Tennessee,McMinn County,Elizabeth McLeod,IND,49
Tennessee,McMinn County,Jeffrey Grunau,IND,43
Tennessee,McMinn County,Kacey Morgan,IND,37
Tennessee,McMinn County,Eric Stansberry,IND,22
Tennessee,McMinn County,Aaron James,IND,11
Tennessee,McNairy County,Bill Hagerty,REP,8831
Tennessee,McNairy County,Marquita Bradshaw,DEM,1764
Tennessee,McNairy County,Aaron James,IND,89
Tennessee,McNairy County,Elizabeth McLeod,IND,57
Tennessee,McNairy County,Kacey Morgan,IND,49
Tennessee,McNairy County,Yomi Faparusi,IND,36
Tennessee,McNairy County,Steven Hooper,IND,36
Tennessee,McNairy County,Ronnie Henley,IND,34
Tennessee,McNairy County,Eric Stansberry,IND,20
Tennessee,McNairy County,Jeffrey Grunau,IND,10
Tennessee,McNairy County,Dean Hill,IND,10
Tennessee,Macon County,Bill Hagerty,REP,7521
Tennessee,Macon County,Marquita Bradshaw,DEM,1104
Tennessee,Macon County,Kacey Morgan,IND,40
Tennessee,Macon County,Steven Hooper,IND,38
Tennessee,Macon County,Elizabeth McLeod,IND,30
Tennessee,Macon County,Ronnie Henley,IND,26
Tennessee,Macon County,Yomi Faparusi,IND,16
Tennessee,Macon County,Jeffrey Grunau,IND,15
Tennessee,Macon County,Aaron James,IND,15
Tennessee,Macon County,Dean Hill,IND,13
Tennessee,Macon County,Eric Stansberry,IND,13
Tennessee,Madison County,Bill Hagerty,REP,29440
Tennessee,Madison County,Marquita Bradshaw,DEM,21954
Tennessee,Madison County,Elizabeth McLeod,IND,202
Tennessee,Madison County,Kacey Morgan,IND,132
Tennessee,Madison County,Ronnie Henley,IND,116
Tennessee,Madison County,Steven Hooper,IND,114
Tennessee,Madison County,Yomi Faparusi,IND,112
Tennessee,Madison County,Aaron James,IND,90
Tennessee,Madison County,Dean Hill,IND,56
Tennessee,Madison County,Eric Stansberry,IND,52
Tennessee,Madison County,Jeffrey Grunau,IND,50
Tennessee,Marion County,Bill Hagerty,REP,9487
Tennessee,Marion County,Marquita Bradshaw,DEM,2943
Tennessee,Marion County,Steven Hooper,IND,75
Tennessee,Marion County,Ronnie Henley,IND,63
Tennessee,Marion County,Dean Hill,IND,41
Tennessee,Marion County,Yomi Faparusi,IND,31
Tennessee,Marion County,Elizabeth McLeod,IND,26
Tennessee,Marion County,Jeffrey Grunau,IND,19
Tennessee,Marion County,Kacey Morgan,IND,18
Tennessee,Marion County,Eric Stansberry,IND,11
Tennessee,Marion County,Aaron James,IND,6
Tennessee,Marshall County,Bill Hagerty,REP,10636
Tennessee,Marshall County,Marquita Bradshaw,DEM,3152
Tennessee,Marshall County,Elizabeth McLeod,IND,70
Tennessee,Marshall County,Kacey Morgan,IND,54
Tennessee,Marshall County,Steven Hooper,IND,49
Tennessee,Marshall County,Ronnie Henley,IND,45
Tennessee,Marshall County,Dean Hill,IND,32
Tennessee,Marshall County,Eric Stansberry,IND,32
Tennessee,Marshall County,Yomi Faparusi,IND,28
Tennessee,Marshall County,Jeffrey Grunau,IND,27
Tennessee,Marshall County,Aaron James,IND,23
Tennessee,Maury County,Bill Hagerty,REP,30966
Tennessee,Maury County,Marquita Bradshaw,DEM,13475
Tennessee,Maury County,Elizabeth McLeod,IND,172
Tennessee,Maury County,Yomi Faparusi,IND,168
Tennessee,Maury County,Ronnie Henley,IND,160
Tennessee,Maury County,Steven Hooper,IND,113
Tennessee,Maury County,Kacey Morgan,IND,93
Tennessee,Maury County,Dean Hill,IND,67
Tennessee,Maury County,Eric Stansberry,IND,63
Tennessee,Maury County,Aaron James,IND,53
Tennessee,Maury County,Jeffrey Grunau,IND,41
Tennessee,Meigs County,Bill Hagerty,REP,4195
Tennessee,Meigs County,Marquita Bradshaw,DEM,882
Tennessee,Meigs County,Elizabeth McLeod,IND,28
Tennessee,Meigs County,Kacey Morgan,IND,24
Tennessee,Meigs County,Eric Stansberry,IND,18
Tennessee,Meigs County,Ronnie Henley,IND,17
Tennessee,Meigs County,Steven Hooper,IND,13
Tennessee,Meigs County,Yomi Faparusi,IND,12
Tennessee,Meigs County,Jeffrey Grunau,IND,6
Tennessee,Meigs County,Aaron James,IND,5
Tennessee,Meigs County,Dean Hill,IND,4
Tennessee,Monroe County,Bill Hagerty,REP,16295
Tennessee,Monroe County,Marquita Bradshaw,DEM,3441
Tennessee,Monroe County,Steven Hooper,IND,97
Tennessee,Monroe County,Ronnie Henley,IND,82
Tennessee,Monroe County,Dean Hill,IND,58
Tennessee,Monroe County,Elizabeth McLeod,IND,46
Tennessee,Monroe County,Yomi Faparusi,IND,43
Tennessee,Monroe County,Jeffrey Grunau,IND,37
Tennessee,Monroe County,Kacey Morgan,IND,30
Tennessee,Monroe County,Aaron James,IND,13
Tennessee,Monroe County,Eric Stansberry,IND,12
Tennessee,Montgomery County,Bill Hagerty,REP,41314
Tennessee,Montgomery County,Marquita Bradshaw,DEM,28632
Tennessee,Montgomery County,Elizabeth McLeod,IND,688
Tennessee,Montgomery County,Ronnie Henley,IND,476
Tennessee,Montgomery County,Kacey Morgan,IND,463
Tennessee,Montgomery County,Yomi Faparusi,IND,431
Tennessee,Montgomery County,Steven Hooper,IND,301
Tennessee,Montgomery County,Aaron James,IND,199
Tennessee,Montgomery County,Eric Stansberry,IND,195
Tennessee,Montgomery County,Jeffrey Grunau,IND,185
Tennessee,Montgomery County,Dean Hill,IND,162
Tennessee,Moore County,Bill Hagerty,REP,2827
Tennessee,Moore County,Marquita Bradshaw,DEM,523
Tennessee,Moore County,Elizabeth McLeod,IND,19
Tennessee,Moore County,Aaron James,IND,17
Tennessee,Moore County,Kacey Morgan,IND,13
Tennessee,Moore County,Steven Hooper,IND,11
Tennessee,Moore County,Yomi Faparusi,IND,10
Tennessee,Moore County,Ronnie Henley,IND,9
Tennessee,Moore County,Dean Hill,IND,9
Tennessee,Moore County,Eric Stansberry,IND,6
Tennessee,Moore County,Jeffrey Grunau,IND,2
Tennessee,Morgan County,Bill Hagerty,REP,6711
Tennessee,Morgan County,Marquita Bradshaw,DEM,1080
Tennessee,Morgan County,Elizabeth McLeod,IND,29
Tennessee,Morgan County,Ronnie Henley,IND,22
Tennessee,Morgan County,Kacey Morgan,IND,16
Tennessee,Morgan County,Yomi Faparusi,IND,14
Tennessee,Morgan County,Dean Hill,IND,13
Tennessee,Morgan County,Steven Hooper,IND,13
Tennessee,Morgan County,Aaron James,IND,13
Tennessee,Morgan County,Eric Stansberry,IND,13
Tennessee,Morgan County,Jeffrey Grunau,IND,12
Tennessee,Obion County,Bill Hagerty,REP,10236
Tennessee,Obion County,Marquita Bradshaw,DEM,2247
Tennessee,Obion County,Eric Stansberry,IND,108
Tennessee,Obion County,Steven Hooper,IND,90
Tennessee,Obion County,Ronnie Henley,IND,49
Tennessee,Obion County,Dean Hill,IND,34
Tennessee,Obion County,Jeffrey Grunau,IND,28
Tennessee,Obion County,Yomi Faparusi,IND,27
Tennessee,Obion County,Elizabeth McLeod,IND,24
Tennessee,Obion County,Kacey Morgan,IND,12
Tennessee,Obion County,Aaron James,IND,8
Tennessee,Overton County,Bill Hagerty,REP,7346
Tennessee,Overton County,Marquita Bradshaw,DEM,1699
Tennessee,Overton County,Elizabeth McLeod,IND,39
Tennessee,Overton County,Ronnie Henley,IND,35
Tennessee,Overton County,Steven Hooper,IND,30
Tennessee,Overton County,Kacey Morgan,IND,25
Tennessee,Overton County,Yomi Faparusi,IND,21
Tennessee,Overton County,Eric Stansberry,IND,18
Tennessee,Overton County,Dean Hill,IND,15
